dates,state,positivity_rate_cumulative,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,test_per_million
28 April,Himachal Pradesh,0.7419773696902244,0,0.0,0.14285714285714285,0.14285714285714285,723.434320255557
29 April,Himachal Pradesh,0.693000693000693,0,0.0,0.14285714285714285,0.14285714285714285,774.5618431673299
30 April,Himachal Pradesh,0.6522093592043046,0,0.0,0.0,0.0,823.0055066086685
01 May,Himachal Pradesh,0.6180469715698393,0,0.0,0.0,0.0,868.4969246325293
02 May,Himachal Pradesh,0.5851375073142189,0,0.0,0.0,0.0,917.343166994433
03 May,Himachal Pradesh,0.5567153792623522,0,0.0,0.0,0.0,964.176514753511
04 May,Himachal Pradesh,0.5518169582772544,1,0.004081632653061225,0.14285714285714285,0.14285714285714285,997.0537932663308
05 May,Himachal Pradesh,0.5321170657544659,1,0.0021598272138228943,0.2857142857142857,0.2857142857142857,1059.185140006884
06 May,Himachal Pradesh,0.5064185608291132,1,0.0016722408026755853,0.42857142857142855,0.42857142857142855,1139.4325381728688
07 May,Himachal Pradesh,0.5108273181565797,3,0.005836575875486381,0.8571428571428571,0.8571428571428571,1208.4077265630294
08 May,Himachal Pradesh,0.5250997689561017,4,0.007736943907156673,1.4285714285714286,1.4285714285714286,1277.7854938737553
09 May,Himachal Pradesh,0.5094043887147336,2,0.0029154518950437317,1.7142857142857142,1.7142857142857142,1369.8418737096506
10 May,Himachal Pradesh,0.509683995922528,3,0.005145797598627788,2.142857142857143,2.142857142857143,1448.0763772728096
11 May,Himachal Pradesh,0.5236531463566166,4,0.008403361344537815,2.5714285714285716,2.5714285714285716,1511.9522326691451
12 May,Himachal Pradesh,0.5399214659685864,7,0.0073145245559038665,3.4285714285714284,3.4285714285714284,1640.374908329425
13 May,Himachal Pradesh,0.5079605761940864,1,0.0010351966873706005,3.4285714285714284,3.4285714285714284,1770.0053207514002
14 May,Himachal Pradesh,0.4910213243546577,3,0.0028142589118198874,3.4285714285714284,3.4285714285714284,1913.0550305255467
15 May,Himachal Pradesh,0.48852606543678084,6,0.004611837048424289,3.7142857142857144,3.7142857142857144,2087.6400890772957
16 May,Himachal Pradesh,0.47175517116245314,2,0.0020470829068577278,3.7142857142857144,3.7142857142857144,2218.74662420801
17 May,Himachal Pradesh,0.4593213527013837,2,0.0022650056625141564,3.5714285714285716,3.5714285714285716,2337.239019827683
18 May,Himachal Pradesh,0.4938542581211589,10,0.012391573729863693,4.428571428571429,4.428571428571429,2445.5327494597054
19 May,Himachal Pradesh,0.4683125477220667,2,0.0014074595355383533,3.7142857142857144,3.7142857142857144,2636.2209648340604
20 May,Himachal Pradesh,0.5201683453917814,18,0.011984021304926764,6.142857142857143,6.142857142857143,2837.778811063674
21 May,Himachal Pradesh,0.6713484386732035,42,0.028112449799196786,11.714285714285714,11.714285714285714,3038.263113505114
22 May,Himachal Pradesh,0.6928977975748577,16,0.009968847352024923,13.142857142857142,13.142857142857142,3253.6428360074638
23 May,Himachal Pradesh,0.7141478479058097,17,0.010247136829415311,15.285714285714286,15.285714285714286,3476.2689790799864
24 May,Himachal Pradesh,0.7439167399589564,18,0.013015184381778741,17.571428571428573,17.571428571428573,3661.8578614605162
25 May,Himachal Pradesh,0.7867071191702533,20,0.01890359168241966,19.0,19.0,3803.834027446489
26 May,Himachal Pradesh,0.8407365805507335,24,0.023233301064859633,22.142857142857142,22.142857142857142,3942.455369094419
27 May,Himachal Pradesh,0.8848697005056398,26,0.017651052274270197,23.285714285714285,23.285714285714285,4140.121619091903
28 May,Himachal Pradesh,0.8659742981293722,8,0.005009392611145898,18.428571428571427,18.428571428571427,4354.427797806079
29 May,Himachal Pradesh,0.8681832896789193,14,0.009150326797385621,18.142857142857142,18.142857142857142,4559.743047294301
30 May,Himachal Pradesh,0.87753728832567,18,0.010657193605683837,18.285714285714285,18.285714285714285,4786.394979572475
31 May,Himachal Pradesh,0.8905510116229014,18,0.012,18.285714285714285,18.285714285714285,4987.684439855045
01 June,Himachal Pradesh,0.8971686413172547,9,0.012345679012345678,16.714285714285715,16.714285714285715,5085.511117552373
02 June,Himachal Pradesh,0.8707723372034326,5,0.002901915264074289,14.0,14.0,5316.725610930286
03 June,Himachal Pradesh,0.8681773113104883,14,0.008087810514153668,12.285714285714286,12.285714285714286,5549.013648096372
04 June,Himachal Pradesh,0.8968924899889937,24,0.01775147928994083,14.571428571428571,14.571428571428571,5730.4425482977285
05 June,Himachal Pradesh,0.8995605200512726,10,0.01015228426395939,14.0,14.0,5862.622627216616
06 June,Himachal Pradesh,0.8986946460266463,7,0.008526187576126675,12.428571428571429,12.428571428571429,5972.795058477943
30 January,Jammu and Kashmir,,,,,,
31 January,Jammu and Kashmir,,,,,,
01 February,Jammu and Kashmir,,,,,,
02 February,Jammu and Kashmir,,,,,,
03 February,Jammu and Kashmir,,,,,,
04 February,Jammu and Kashmir,,,,,,
05 February,Jammu and Kashmir,,,,,,
06 February,Jammu and Kashmir,,,,,,
07 February,Jammu and Kashmir,,,,,,
08 February,Jammu and Kashmir,,,,,,
09 February,Jammu and Kashmir,,,,,,
10 February,Jammu and Kashmir,,,,,,
11 February,Jammu and Kashmir,,,,,,
12 February,Jammu and Kashmir,,,,,,
13 February,Jammu and Kashmir,,,,,,
14 February,Jammu and Kashmir,,,,,,
15 February,Jammu and Kashmir,,,,,,
16 February,Jammu and Kashmir,,,,,,
17 February,Jammu and Kashmir,,,,,,
18 February,Jammu and Kashmir,,,,,,
19 February,Jammu and Kashmir,,,,,,
20 February,Jammu and Kashmir,,,,,,
21 February,Jammu and Kashmir,,,,,,
22 February,Jammu and Kashmir,,,,,,
23 February,Jammu and Kashmir,,,,,,
24 February,Jammu and Kashmir,,,,,,
25 February,Jammu and Kashmir,,,,,,
26 February,Jammu and Kashmir,,,,,,
27 February,Jammu and Kashmir,,,,,,
28 February,Jammu and Kashmir,,,,,,
29 February,Jammu and Kashmir,,,,,,
01 March,Jammu and Kashmir,,,,,,
02 March,Jammu and Kashmir,,,,,,
03 March,Jammu and Kashmir,,,,,,
04 March,Jammu and Kashmir,,,,,,
05 March,Jammu and Kashmir,,,,,,
06 March,Jammu and Kashmir,,,,,,
07 March,Jammu and Kashmir,,,,,,
08 March,Jammu and Kashmir,,,,,,
09 March,Jammu and Kashmir,,,,,,
10 March,Jammu and Kashmir,,,,,,
11 March,Jammu and Kashmir,,,,,,
12 March,Jammu and Kashmir,,,,,,
13 March,Jammu and Kashmir,,,,,,
14 March,Jammu and Kashmir,,,,,,
15 March,Jammu and Kashmir,,,,,,
16 March,Jammu and Kashmir,,,,,,
17 March,Jammu and Kashmir,,,,,,
18 March,Jammu and Kashmir,,,,,,
19 March,Jammu and Kashmir,,,,,,
20 March,Jammu and Kashmir,,,,,,
21 March,Jammu and Kashmir,,,,,,
22 March,Jammu and Kashmir,,,,,,
23 March,Jammu and Kashmir,,,,,,
24 March,Jammu and Kashmir,,,,,,
25 March,Jammu and Kashmir,,,,,,
26 March,Jammu and Kashmir,,,,,,
27 March,Jammu and Kashmir,,,,,,
28 March,Jammu and Kashmir,,,,,,
29 March,Jammu and Kashmir,,,,,,
30 March,Jammu and Kashmir,,,,,,
31 March,Jammu and Kashmir,,,,,,
01 April,Jammu and Kashmir,,,,,,
02 April,Jammu and Kashmir,,,,,,
03 April,Jammu and Kashmir,,,,,,
04 April,Jammu and Kashmir,,,,,,
05 April,Jammu and Kashmir,,,,,,
06 April,Jammu and Kashmir,,,,,,
07 April,Jammu and Kashmir,,,,,,
08 April,Jammu and Kashmir,,,,,,
09 April,Jammu and Kashmir,,,,,,
10 April,Jammu and Kashmir,,,,,,
11 April,Jammu and Kashmir,6.986899563318778,17,,,,235.62579742355024
12 April,Jammu and Kashmir,6.805555555555555,21,,,,264.58292910941384
13 April,Jammu and Kashmir,6.642066420664206,25,,,,298.7582241193798
14 April,Jammu and Kashmir,6.018618748646893,8,,,,339.47459709899516
15 April,Jammu and Kashmir,5.8015857667762525,22,,,,380.0439795624386
16 April,Jammu and Kashmir,5.528169014084507,14,0.0275049115913556,17.833333333333332,17.833333333333332,417.45306592818633
17 April,Jammu and Kashmir,5.094749922336129,14,0.018469656992084433,17.285714285714285,17.285714285714285,473.1624715573351
18 April,Jammu and Kashmir,4.915669597808851,13,0.026052104208416832,16.714285714285715,16.714285714285715,509.8366053422233
19 April,Jammu and Kashmir,4.433185560481317,9,0.009394572025052192,15.0,15.0,580.2450625885618
20 April,Jammu and Kashmir,4.273107292150487,18,0.02510460251046025,14.0,14.0,632.9411626361867
21 April,Jammu and Kashmir,4.1214750542299345,12,0.019736842105263157,14.571428571428571,14.571428571428571,677.6262795524433
22 April,Jammu and Kashmir,4.054188664209582,27,0.03296703296703297,15.285714285714286,15.285714285714286,737.8188959248349
23 April,Jammu and Kashmir,3.889951717226929,20,0.021321961620469083,16.142857142857142,16.142857142857142,806.7574480094544
24 April,Jammu and Kashmir,3.859231553893234,27,0.03430749682337993,18.0,18.0,864.5982161230958
25 April,Jammu and Kashmir,3.8488507985975846,40,0.03734827264239029,21.857142857142858,21.857142857142858,943.3116375331464
26 April,Jammu and Kashmir,3.7466867254101297,29,0.025800711743772242,24.714285714285715,24.714285714285715,1025.9203076217523
27 April,Jammu and Kashmir,3.642914331465172,23,0.022351797862001945,25.428571428571427,25.428571428571427,1101.546928192193
28 April,Jammu and Kashmir,3.3997232083759554,19,0.011649294911097487,26.428571428571427,26.428571428571427,1221.4176941303747
29 April,Jammu and Kashmir,3.149051490514905,16,0.008738394320043691,24.857142857142858,24.857142857142858,1355.987511685746
30 April,Jammu and Kashmir,3.1094905297275397,33,0.02546296296296296,26.714285714285715,26.714285714285715,1451.237366165135
01 May,Jammu and Kashmir,2.945379119612814,25,0.012827090815802977,26.428571428571427,26.428571428571427,1594.4796241746483
02 May,Jammu and Kashmir,2.8454242501922584,27,0.015780245470485097,24.571428571428573,24.571428571428573,1720.2300107597057
03 May,Jammu and Kashmir,2.6922190644442736,35,0.013297872340425532,25.428571428571427,25.428571428571427,1913.6695300419217
04 May,Jammu and Kashmir,2.5745593815383523,25,0.01156871818602499,25.714285714285715,25.714285714285715,2072.492782765656
05 May,Jammu and Kashmir,2.366504854368932,15,0.004818503051718599,25.142857142857142,25.142857142857142,2301.283521187213
06 May,Jammu and Kashmir,2.2609913352977213,34,0.011467116357504217,27.714285714285715,27.714285714285715,2519.19696141205
07 May,Jammu and Kashmir,2.103113562828197,18,0.005249343832020997,25.571428571428573,25.571428571428573,2771.2122013887665
08 May,Jammu and Kashmir,1.939802484267094,30,0.006354585892819318,26.285714285714285,26.285714285714285,3118.1833148125284
09 May,Jammu and Kashmir,1.868031193439546,13,0.005588993981083405,24.285714285714285,24.285714285714285,3289.133285120444
10 May,Jammu and Kashmir,1.828802039082413,25,0.010743446497636441,22.857142857142858,22.857142857142858,3460.156750686446
11 May,Jammu and Kashmir,1.7123154244750067,18,0.004231311706629055,21.857142857142858,21.857142857142858,3772.8055785840697
12 May,Jammu and Kashmir,1.7384506570375609,55,0.022993311036789296,27.571428571428573,27.571428571428573,3948.606235925658
13 May,Jammu and Kashmir,1.7001978603071213,37,0.010930576070901034,28.0,28.0,4197.387684546593
14 May,Jammu and Kashmir,1.547665905691569,12,0.0018738288569643974,27.142857142857142,27.142857142857142,4668.0513173290055
15 May,Jammu and Kashmir,1.4408443091628027,30,0.004417611544691504,27.142857142857142,27.142857142857142,5167.1576149906805
16 May,Jammu and Kashmir,1.4713023847961044,108,0.018351741716227696,40.714285714285715,40.714285714285715,5599.677208826486
17 May,Jammu and Kashmir,1.4616848296142535,62,0.013071895424836602,46.0,46.0,5948.2652179281395
18 May,Jammu and Kashmir,1.4548368528571913,106,0.013825485848441373,58.57142857142857,58.57142857142857,6511.753361673105
19 May,Jammu and Kashmir,1.3601718546671349,28,0.003404255319148936,54.714285714285715,54.714285714285715,7116.25185943003
20 May,Jammu and Kashmir,1.3634134379597842,73,0.014246682279469165,59.857142857142854,59.857142857142854,7492.8415618624285
21 May,Jammu and Kashmir,1.3528401239870038,59,0.011438542070569989,66.57142857142857,66.57142857142857,7871.93010306975
22 May,Jammu and Kashmir,1.2963720735858748,40,0.005160624435556703,68.0,68.0,8441.591848493936
23 May,Jammu and Kashmir,1.2645679191450263,80,0.008681497558328812,64.0,64.0,9118.850651755949
24 May,Jammu and Kashmir,1.2427836513765689,52,0.008177386381506526,62.57142857142857,62.57142857142857,9586.206997924493
25 May,Jammu and Kashmir,1.2430321638298507,47,0.012516644474034621,54.142857142857146,54.142857142857146,9862.18169203723
26 May,Jammu and Kashmir,1.2478540315829798,91,0.013433717153823443,63.142857142857146,63.142857142857146,10360.038570311444
27 May,Jammu and Kashmir,1.3233490858489136,162,0.03857142857142857,75.85714285714286,75.85714285714286,10668.718654272427
28 May,Jammu and Kashmir,1.3261942913719207,115,0.01375598086124402,83.85714285714286,83.85714285714286,11283.139011870953
29 May,Jammu and Kashmir,1.363329952308652,128,0.024582293067025158,96.42857142857143,96.42857142857143,11665.828820724488
30 May,Jammu and Kashmir,1.4223999125050886,177,0.03024606971975393,110.28571428571429,110.28571428571429,12095.923071043457
31 May,Jammu and Kashmir,1.430033032242977,105,0.01624381188118812,117.85714285714286,117.85714285714286,12570.996419311026
01 June,Jammu and Kashmir,1.4752508380173446,155,0.02944528875379939,133.28571428571428,133.28571428571428,12957.875457875458
02 June,Jammu and Kashmir,1.4847023221006517,117,0.017312814442142645,137.0,137.0,13454.556412020296
03 June,Jammu and Kashmir,1.5087345007498785,139,0.022074003493727172,133.71428571428572,133.71428571428572,13917.356052187513
04 June,Jammu and Kashmir,1.6057073646877251,285,0.04514493901473151,158.0,158.0,14381.331616484105
05 June,Jammu and Kashmir,1.6434536258324806,182,0.027659574468085105,165.71428571428572,165.71428571428572,14864.930414689645
06 June,Jammu and Kashmir,1.636303568057391,143,0.014860230697287749,160.85714285714286,160.85714285714286,15572.175283250725
30 January,Jharkhand,,,,,,
31 January,Jharkhand,,,,,,
01 February,Jharkhand,,,,,,
02 February,Jharkhand,,,,,,
03 February,Jharkhand,,,,,,
04 February,Jharkhand,,,,,,
05 February,Jharkhand,,,,,,
06 February,Jharkhand,,,,,,
07 February,Jharkhand,,,,,,
08 February,Jharkhand,,,,,,
09 February,Jharkhand,,,,,,
10 February,Jharkhand,,,,,,
11 February,Jharkhand,,,,,,
12 February,Jharkhand,,,,,,
13 February,Jharkhand,,,,,,
14 February,Jharkhand,,,,,,
15 February,Jharkhand,,,,,,
16 February,Jharkhand,,,,,,
17 February,Jharkhand,,,,,,
18 February,Jharkhand,,,,,,
19 February,Jharkhand,,,,,,
20 February,Jharkhand,,,,,,
21 February,Jharkhand,,,,,,
22 February,Jharkhand,,,,,,
23 February,Jharkhand,,,,,,
24 February,Jharkhand,,,,,,
25 February,Jharkhand,,,,,,
26 February,Jharkhand,,,,,,
27 February,Jharkhand,,,,,,
28 February,Jharkhand,,,,,,
29 February,Jharkhand,,,,,,
01 March,Jharkhand,,,,,,
02 March,Jharkhand,,,,,,
03 March,Jharkhand,,,,,,
04 March,Jharkhand,,,,,,
05 March,Jharkhand,,,,,,
06 March,Jharkhand,,,,,,
07 March,Jharkhand,,,,,,
08 March,Jharkhand,,,,,,
09 March,Jharkhand,,,,,,
10 March,Jharkhand,,,,,,
11 March,Jharkhand,,,,,,
12 March,Jharkhand,,,,,,
13 March,Jharkhand,,,,,,
14 March,Jharkhand,,,,,,
15 March,Jharkhand,,,,,,
16 March,Jharkhand,,,,,,
17 March,Jharkhand,,,,,,
18 March,Jharkhand,,,,,,
19 March,Jharkhand,,,,,,
20 March,Jharkhand,,,,,,
21 March,Jharkhand,,,,,,
22 March,Jharkhand,,,,,,
23 March,Jharkhand,,,,,,
24 March,Jharkhand,,,,,,
25 March,Jharkhand,,,,,,
26 March,Jharkhand,,,,,,
27 March,Jharkhand,,,,,,
28 March,Jharkhand,,,,,,
29 March,Jharkhand,,,,,,
30 March,Jharkhand,,,,,,
31 March,Jharkhand,,,,,,
01 April,Jharkhand,,,,,,
02 April,Jharkhand,,,,,,
03 April,Jharkhand,,,,,,
04 April,Jharkhand,,,,,,
05 April,Jharkhand,,,,,,
06 April,Jharkhand,,,,,,
07 April,Jharkhand,,,,,,
08 April,Jharkhand,,,,,,
09 April,Jharkhand,,,,,,
10 April,Jharkhand,,,,,,
11 April,Jharkhand,1.0996119016817594,3,,,,40.05809408252299
12 April,Jharkhand,1.0101010101010102,0,,,,43.60787344171164
13 April,Jharkhand,0.958627648839556,2,,,,51.35520211614526
14 April,Jharkhand,1.1568123393316196,8,,,,60.47580309741828
15 April,Jharkhand,,,,,,
16 April,Jharkhand,,,,,,
17 April,Jharkhand,,,,,,
18 April,Jharkhand,0.9618187117458467,1,,,,88.89994876916971
19 April,Jharkhand,1.0422380691168405,5,0.023255813953488372,4.0,4.0,94.47077039125409
20 April,Jharkhand,1.062573789846517,7,0.011884550084889643,5.25,5.25,109.73223055594104
21 April,Jharkhand,,,,,,
22 April,Jharkhand,,,,4.333333333333333,4.333333333333333,
23 April,Jharkhand,0.9851301115241635,4,0.0196078431372549,4.25,4.25,139.40009454332062
24 April,Jharkhand,0.9250243427458618,4,0.005115089514066497,4.2,4.2,159.6623387687624
25 April,Jharkhand,0.9612625538020086,10,0.012376237623762377,6.0,6.0,180.59826374850275
26 April,Jharkhand,1.0504739943633103,15,0.017942583732057416,8.0,8.0,202.25969107902617
27 April,Jharkhand,1.176201895626356,21,0.022082018927444796,10.8,10.8,226.9008602074087
28 April,Jharkhand,1.1160714285714286,2,0.0030721966205837174,9.333333333333334,9.333333333333334,243.76878986311533
29 April,Jharkhand,1.0420724581223217,2,0.002325581395348837,8.285714285714286,8.285714285714286,266.0520763514528
30 April,Jharkhand,0.9920815509238191,2,0.0027816411682892906,8.0,8.0,284.68194028763264
01 May,Jharkhand,0.9599864072721094,4,0.00510204081632653,8.0,8.0,304.99600610955895
02 May,Jharkhand,0.9279431937384007,2,0.003215434083601286,6.857142857142857,6.857142857142857,321.11252261624026
03 May,Jharkhand,0.8808885484488702,0,0.0,4.714285714285714,4.714285714285714,338.26547105261164
04 May,Jharkhand,0.8314054366685946,0,0.0,1.7142857142857142,1.7142857142857142,358.3981612868422
05 May,Jharkhand,0.8297928836962294,10,0.008116883116883116,2.857142857142857,2.857142857142857,390.32026472129775
06 May,Jharkhand,0.7983404576313804,2,0.002369668246445498,2.857142857142857,2.857142857142857,412.1889784377592
07 May,Jharkhand,0.7718846851061342,5,0.004191114836546521,3.2857142857142856,3.2857142857142856,443.1005607407669
08 May,Jharkhand,0.7665950403623903,0,0.0,2.7142857142857144,2.7142857142857144,446.1580349333528
09 May,Jharkhand,0.8265349935594676,22,0.01556970983722576,5.571428571428571,5.571428571428571,482.7699928496561
10 May,Jharkhand,0.7536482334869432,3,0.0013636363636363637,6.0,6.0,539.7737489826125
11 May,Jharkhand,0.7546813829536343,3,0.008130081300813009,6.428571428571429,6.428571428571429,549.3348335340038
12 May,Jharkhand,0.7188253342099495,4,0.0024783147459727386,5.571428571428571,5.571428571428571,591.154861897
13 May,Jharkhand,0.6868718227327409,13,0.004400812457684496,7.142857142857143,7.142857142857143,667.6953599046151
14 May,Jharkhand,0.708913598906042,20,0.009900990099009901,9.285714285714286,9.285714285714286,720.035172353966
15 May,Jharkhand,0.7217129566288137,14,0.009675190048375951,11.285714285714286,11.285714285714286,757.5280974105059
16 May,Jharkhand,0.6994359387590653,6,0.003353828954723309,9.0,9.0,803.8825154658964
17 May,Jharkhand,0.6712823600240819,6,0.002733485193621868,9.428571428571429,9.428571428571429,860.7567176076415
18 May,Jharkhand,0.6448146157979581,5,0.0023375409069658717,9.714285714285714,9.714285714285714,916.1799150478205
19 May,Jharkhand,0.6597674851685333,20,0.008968609865470852,12.0,12.0,973.9609951280444
20 May,Jharkhand,0.7131617684381504,33,0.01820187534473249,14.857142857142858,14.857142857142858,1020.9372723412489
